image_path,transcription,prediction,correct_prediction,wer,cer
data/0_input/handout-modified/train/0.png,da,nan,False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/1.png,CONSEJOS,"CONSEJOS
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/2.png,buen,nan,False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/4.png,calidad,"calidad
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/5.png,feccion,"feccion
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/6.png,mayor.,nan,False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/8.png,dichoso,"dichofo
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/9.png,"teles,",nan,False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/10.png,"observase,","hbleruale
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/11.png,"honra,",nan,False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/15.png,desde,nan,False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/16.png,"mundo,",nan,False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/18.png,Fiesta,"Fielta
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/21.png,alabareys.,"alabarevs.
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/22.png,enfadados,"enfadados
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/25.png,fundamen,"fundamen
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/26.png,"deuda,","deuda. y
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/27.png,tienen,nan,False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/28.png,cio,"cio
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/29.png,"entienden,","entienden
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/31.png,"descorteses,",nan,False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/32.png,cabezas,"cabecas
",False,0.8647540983606558,0.459964319445902
data/0_input/handout-modified/train/37.png,gloria.,"gloria.
",False,0.8647540983606558,0.459964319445902
