image_path,transcription,prediction,correct_prediction,wer,cer
data/0_input/handout-modified/train/0.png,da,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/1.png,CONSEJOS,CONSEJOS,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/2.png,buen,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/4.png,calidad,calidad,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/5.png,feccion,feccion,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/6.png,mayor.,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/8.png,dichoso,dichoso,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/9.png,"teles,",nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/10.png,"observase,",observase,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/11.png,"honra,",nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/15.png,desde,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/16.png,"mundo,",nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/18.png,Fiesta,Fiesta,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/21.png,alabareys.,alabareys.,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/22.png,enfadados,enfadados,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/25.png,fundamen,fundamen,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/26.png,"deuda,","deuda,",True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/27.png,tienen,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/28.png,cio,lio,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/29.png,"entienden,",entienden,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/31.png,"descorteses,",nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/32.png,cabezas,cabecas,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/37.png,gloria.,eloria,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/39.png,seguir,sfezo rea,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/42.png,viendole,viendole,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/43.png,cente,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/46.png,"excelente,",excelente,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/47.png,consiste,"Ciceron,",False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/50.png,efecto,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/51.png,"pues,",nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/52.png,Angeles,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/55.png,su,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/56.png,seguidor,seguidor,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/58.png,tiernos,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/60.png,grandezas,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/61.png,quien,uien,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/63.png,soberania,"tiranica,",False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/65.png,Oficios,Oficios,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/66.png,posseen.,ron feen,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/68.png,gra-,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/69.png,"Francisco,",rancisco,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/70.png,"das,",.as,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/71.png,enton-,cnton-,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/72.png,"cubran,","cubra,n",False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/74.png,sujeto,suegeto,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/75.png,"Pontifice,",Pontifice,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/76.png,vuestra,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/77.png,"ter,",eer,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/78.png,pinas,pinas,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/81.png,buenos,buenños,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/82.png,una,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/83.png,los,irtran,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/86.png,aprovecha-,aprovecha,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/87.png,"visto,",isito,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/88.png,"mitas,",nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/90.png,plead,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/92.png,Doctos:,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/94.png,"Señor,","Señor,",True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/95.png,providencia,providencia,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/96.png,obtenerse,nan,False,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/97.png,cuydar,cuydar,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/99.png,creyendo,creyendo,True,0.7377049180327869,0.41452408437401617
data/0_input/handout-modified/train/100.png,chos,Supen,False,0.7377049180327869,0.41452408437401617
